Protein,go_term_type,go_term
Q5TZA2,Function,actin binding
Q5TZA2,Function,kinesin binding
Q5TZA2,Function,structural molecule activity
Q5IJ48,Function,calcium ion binding
Q5IJ48,Function,enzyme binding
Q9BUF7,Function,protein domain specific binding
Q9BUF7,Function,SH3 domain binding
O43186,Function,DNA-binding transcription factor activity
O43186,Function,"DNA-binding transcription factor activity, RNA polymerase II-specific"
O43186,Function,leucine zipper domain binding
O43186,Function,nuclear hormone receptor binding
O43186,Function,"proximal promoter DNA-binding transcription activator activity, RNA polymerase II-specific"
O43186,Function,RNA polymerase II proximal promoter sequence-specific DNA binding
O60716,Function,cadherin binding
O60716,Function,protein kinase binding
O60716,Function,signaling receptor binding
Q9UQB3,Function,beta-catenin binding
Q9UQB3,Function,cadherin binding
Q9UBT7,Function,actin filament binding
Q9UBT7,Function,cadherin binding
Q8N4M1,Function,choline transmembrane transporter activity
Q8WY07,Function,amino acid transmembrane transporter activity
Q8WY07,Function,arginine transmembrane transporter activity
Q8WY07,Function,L-lysine transmembrane transporter activity
Q8WY07,Function,L-ornithine transmembrane transporter activity
Q05D32,Function,phosphoprotein phosphatase activity
Q8NEC5,Function,calcium activated cation channel activity
Q8NEC5,Function,voltage-gated calcium channel activity
Q86XQ3,Function,voltage-gated calcium channel activity
Q99895,Function,peptidase activity
Q99895,Function,serine-type endopeptidase activity
Q9NX77,Function,structural molecule activity
O71037,Function,structural molecule activity
P61570,Function,structural molecule activity
Q9UKH3,Function,structural molecule activity
Q7Z7A3,Function,nucleotidyltransferase activity
Q7Z7A3,Function,tRNA binding
Q03111,Function,DNA binding
Q03111,Function,"DNA-binding transcription factor activity, RNA polymerase II-specific"
Q93034,Function,calcium channel activity
Q93034,Function,signaling receptor activity
Q93034,Function,ubiquitin protein ligase binding
Q93034,Function,ubiquitin-protein transferase activity
O00574,Function,C-C chemokine binding
O00574,Function,C-C chemokine receptor activity
O00574,Function,C-X-C chemokine binding
O00574,Function,C-X-C chemokine receptor activity
O00574,Function,chemokine binding
O00574,Function,coreceptor activity
O00574,Function,G protein-coupled receptor activity
Q07325,Function,chemokine activity
Q07325,Function,CXCR3 chemokine receptor binding
Q07325,Function,cytokine activity
Q9UKL4,Function,gap junction channel activity
P25024,Function,C-C chemokine binding
P25024,Function,C-C chemokine receptor activity
P25024,Function,chemokine binding
P25024,Function,chemokine receptor activity
P25024,Function,G protein-coupled receptor activity
P25024,Function,interleukin-8 binding
P25024,Function,interleukin-8 receptor activity
Q8NBI2,Function,metal ion binding
Q8NBI2,Function,oxidoreductase activity
P06493,Function,ATP binding
P06493,Function,chromatin binding
P06493,Function,cyclin binding
P06493,Function,cyclin-dependent protein kinase activity
P06493,Function,cyclin-dependent protein serine/threonine kinase activity
P06493,Function,histone kinase activity
P06493,Function,Hsp70 protein binding
P06493,Function,protein kinase activity
P06493,Function,protein serine/threonine kinase activity
P06493,Function,RNA polymerase II CTD heptapeptide repeat kinase activity
P06493,Function,virus receptor activity
Q15517,Function,protein homodimerization activity
Q92903,Function,diacylglycerol cholinephosphotransferase activity
Q92903,Function,phosphatidate cytidylyltransferase activity
Q9C0D2,Function,microtubule binding
P19835,Function,acylglycerol lipase activity
P19835,Function,catalytic activity
P19835,Function,heparin binding
P19835,Function,hydrolase activity
P19835,Function,neurexin family protein binding
P19835,Function,signaling receptor activity
P19835,Function,sterol esterase activity
P19835,Function,triglyceride lipase activity
Q03188,Function,centromeric DNA binding
Q03188,Function,DNA binding
Q92879,Function,BRE binding
Q92879,Function,mRNA binding
Q92879,Function,pre-mRNA binding
Q92879,Function,RNA binding
Q92879,Function,"translation repressor activity, mRNA regulatory element binding"
Q9H3R5,Function,kinetochore binding
Q68CQ4,Function,RNA binding
Q68CQ4,Function,rRNA binding
Q68CQ4,Function,U3 snoRNA binding
P49450,Function,chromatin binding
P49450,Function,nucleosomal DNA binding
P49450,Function,protein heterodimerization activity
Q9BZC1,Function,BRE binding
Q9BZC1,Function,mRNA binding
Q9BZC1,Function,pre-mRNA binding
Q9BZC1,Function,RNA binding
Q9BZC1,Function,"translation repressor activity, mRNA regulatory element binding"
Q6ZMG9,Function,DNA binding
Q6ZMG9,Function,"DNA-binding transcription factor activity, RNA polymerase II-specific"
Q6ZMG9,Function,sphingosine N-acyltransferase activity
Q6ZU64,Function,RNA binding
P11597,Function,cholesterol binding
P11597,Function,cholesterol transporter activity
P11597,Function,lipid binding
P11597,Function,lipid transporter activity
P11597,Function,phosphatidylcholine binding
P11597,Function,phospholipid transporter activity
P11597,Function,triglyceride binding
Q0VF96,Function,motor activity
P36222,Function,carbohydrate binding
P36222,Function,chitin binding
P36222,Function,extracellular matrix structural constituent
Q9BQ75,Function,RNA binding
Q8N1G2,Function,mRNA (nucleoside-2'-O-)-methyltransferase activity
Q8N1G2,Function,nucleic acid binding
Q86XI2,Function,bHLH transcription factor binding
Q86XI2,Function,methylated histone binding
Q86XI2,Function,molecular function regulator
Q96KN2,Function,carboxypeptidase activity
Q96KN2,Function,dipeptidase activity
Q96KN2,Function,metal ion binding
Q96KN2,Function,metallopeptidase activity
Q16281,Function,cGMP binding
Q16281,Function,intracellular cAMP-activated cation channel activity
Q16281,Function,intracellular cGMP-activated cation channel activity
Q16281,Function,ligand-gated ion channel activity
Q16281,Function,protein C-terminus binding
Q8WXI2,Function,identical protein binding
Q99439,Function,actin binding
Q99439,Function,cadherin binding
Q99439,Function,calmodulin binding
Q15417,Function,actin binding
Q15417,Function,cadherin binding involved in cell-cell adhesion
Q15417,Function,calmodulin binding
Q15417,Function,microtubule binding
Q96LI5,Function,metal ion binding
Q96LI5,Function,poly(A)-specific ribonuclease activity
A5YKK6,Function,armadillo repeat domain binding
A5YKK6,Function,estrogen receptor binding
A5YKK6,Function,protein domain specific binding
A5YKK6,Function,protein-containing complex scaffold activity
A5YKK6,Function,retinoic acid receptor binding
A5YKK6,Function,RNA binding
Q9NZN8,Function,RNA polymerase II transcription corepressor binding
Q9NZN8,Function,transcription coregulator activity
Q9H4B8,Function,dipeptidase activity
Q9H4B8,Function,dipeptidyl-peptidase activity
Q9H4B8,Function,metal ion binding
Q9H4B8,Function,metalloexopeptidase activity
P34972,Function,cannabinoid receptor activity
Q92782,Function,histone acetyltransferase activity
Q92782,Function,histone binding
Q92782,Function,zinc ion binding
P26441,Function,ciliary neurotrophic factor receptor binding
P26441,Function,cytokine activity
P26441,Function,growth factor activity
P26441,Function,interleukin-6 receptor binding
P26441,Function,protein-containing complex binding
P20674,Function,cytochrome-c oxidase activity
P20674,Function,electron transfer activity
P20674,Function,metal ion binding
Q8TEA8,Function,aminoacyl-tRNA editing activity
Q8TEA8,Function,D-tyrosyl-tRNA(Tyr) deacylase activity
Q8TEA8,Function,DNA binding
Q8TEA8,Function,metal ion binding
Q8TEA8,Function,tRNA binding
Q96FN9,Function,Ala-tRNA(Thr) hydrolase activity
Q96FN9,Function,aminoacyl-tRNA editing activity
Q96FN9,Function,D-tyrosyl-tRNA(Tyr) deacylase activity
Q96FN9,Function,tRNA binding
P10176,Function,cytochrome-c oxidase activity
P05108,Function,cholesterol monooxygenase (side-chain-cleaving) activity
P05108,Function,heme binding
P05108,Function,iron ion binding
Q9HBI6,Function,fatty acid binding
Q9HBI6,Function,heme binding
Q9HBI6,Function,iron ion binding
Q9HBI6,Function,monooxygenase activity
Q9HBI6,Function,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen"
Q9HCS2,Function,alkane 1-monooxygenase activity
Q9HCS2,Function,arachidonic acid epoxygenase activity
Q9HCS2,Function,aromatase activity
Q9HCS2,Function,heme binding
Q9HCS2,Function,iron ion binding
Q9HCS2,Function,leukotriene-B4 20-monooxygenase activity
Q9HCS2,Function,monooxygenase activity
Q9HCH3,Function,calcium-dependent phospholipid binding
P04632,Function,calcium ion binding
P04632,Function,calcium-dependent cysteine-type endopeptidase activity
P04632,Function,endopeptidase activity
P24903,Function,arachidonic acid epoxygenase activity
P24903,Function,aromatase activity
P24903,Function,heme binding
P24903,Function,iron ion binding
P24903,Function,monooxygenase activity
P24903,Function,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen"
P24903,Function,oxygen binding
P24903,Function,steroid hydroxylase activity
P78329,Function,20-aldehyde-leukotriene B4 20-monooxygenase activity
P78329,Function,20-hydroxy-leukotriene B4 omega oxidase activity
P78329,Function,alkane 1-monooxygenase activity
P78329,Function,alpha-tocopherol omega-hydroxylase activity
P78329,Function,arachidonic acid epoxygenase activity
P78329,Function,arachidonic acid omega-hydroxylase activity
P78329,Function,heme binding
P78329,Function,iron ion binding
P78329,Function,leukotriene-B4 20-monooxygenase activity
P78329,Function,monooxygenase activity
P78329,Function,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen"
P78329,Function,tocotrienol omega-hydroxylase activity
P24462,Function,aromatase activity
P24462,Function,estrogen 16-alpha-hydroxylase activity
P24462,Function,heme binding
P24462,Function,iron ion binding
P24462,Function,monooxygenase activity
P24462,Function,oxygen binding
P24462,Function,steroid hydroxylase activity
Q8TAV3,Function,heme binding
Q8TAV3,Function,iron ion binding
Q8TAV3,Function,monooxygenase activity
Q8TAV3,Function,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen"
Q8TAV3,Function,steroid hydroxylase activity
Q86W10,Function,aromatase activity
Q86W10,Function,heme binding
Q86W10,Function,iron ion binding
Q8NE35,Function,mRNA 3'-UTR AU-rich region binding
Q8NE35,Function,mRNA 3'-UTR binding
Q8NE35,Function,ribosome binding
Q8NE35,Function,RNA binding
Q8NE35,Function,RNA stem-loop binding
Q8NE35,Function,"translation factor activity, RNA binding"
Q8NE35,Function,"translation repressor activity, mRNA regulatory element binding"
Q6PUV4,Function,calcium-dependent protein binding
